company_name,founded,city,industry,about,founders,investor,amount,series
Antwak,2019.0,Bangalore,Edtech,Antwak provides a video platform for e-learning service.,"Basav nagur, joybroto ganguly, sudhanshu shekhar, sumit gupta, sriramkumar sundararaman","Vaibhav domkundwar, kunal shah",Undisclosed,Seed
Anvidha technologies,2020.0,Haryana,Tech startup,Anvidha technologies private limited is a haryana based private ltd.,Ganesh ranganathan iyer,,1500000,Seed
Apna.co,2019.0,Bangalore,Recruitment,Apna is a recruitment platform that gives opportunities for blue or grey collar jobs.,Nirmit parikh,"Sequoia capital india, rocketship.vc","12,500,000",
Apnaklub,2020.0,Bangalore,Wholesale,Apnaklub is india's most trusted wholesale platform that empowers people to set up their own retail and sales businesses by providing better-than-industry margins,"Shruti, manish kumar",Sequoia’s surge,3500000,Seed
Aqgromalin,2018.0,Chennai,Agritech,Aqgormalin is a tech driven farm diversification platform enabling farmers to diversify into animal husbandry and aquaculture.,"Prasanna manogaran, bharani cl",Zephyr peacock,700000,Seed
Aquaconnect,2017.0,Chennai,Fishery,Aquaconnect is a global full-stack aquaculture technology venture that provides data-driven farm advisory and marketplace solutions to fish and shrimp farmers,Rajamanohar,"Rebright partners, flourish ventures",4000000,Pre-series a
Arcana,2019.0,Bangalore,Information technology,Arcana is the storage layer of ethereum.,"Mayur relekar, aravindh kumar, abhishek chaudhary",Balaji srinivasan,370000,Seed
Arcana,2019.0,Bangalore,Information technology & services,Arcana offers a privacy stack sdk to dapp developers on evm compatible blockchains chains to build privacy-first products.,"Mayur relekar, aravindh kumar, abhishek chaudhary","Republic crypto, woodstock, dcg, sahil lavingia",2300000,
Synapsica,2017.0,New delhi,Healthcare,Artificial intelligence tools to make quality diagnostic assessment available for all.,"Meenakshi singh, dr cherian, kuldeep singh chauhan","Ivycap ventures, endiya partners",4000000,Series a
Nestasia,2018.0,Kolkata,Retail,"Artisanal, handmade, bio conscious crafts from south east asia.","Aditi murarka agrawal, anurag agrawal","Varun alagh, sahil barua",4000000,Series a
D’moksha homes,2020.0,Mumbai,Textiles,"Artisans handcraft exquisite and environment-friendly home linens using only the most sustainable fabrics like linen, hemp, and lyocell.","Nimisha, manav dhanda","Apoorva sharma, the chennai angels, karthik bhat",570000,Seed
Artium academy,2021.0,Mumbai,Music,Artium academy is an online music education platform that makes learning fun and accessible to people of all ages.,"Ashish joshi, nithya sudhir","Sonu nigam, whiteboard capital",750000,Seed
Exotel,2011.0,Bangalore,Telecommunications,"Asia's largest customer engagement platform, streamlining customer interactions for swiggy, ola, flipkart, gojek etc.","Shivakumar ganesan, ishwar sridharan, siddharth ramesh, vijay sharma","Iifl amc, sistema asia fund, cx partners, singularity growth opportunities fund",35000000,Series c
Asirvad microfinance,2007.0,Chennai,Fintech,Asirvad microfinance provides microfinance loans to women from a poor and low-income households.,Raja vaidyanathan,"Worldbusiness capital, northern arc","15,000,000",
Onelife,2019.0,Mumbai,Healthcare,"Aspire to leverage the gifts of nature and science to help you make holistic lifestyle changes, with minimalistic effort, improving overall well-being.",Gaurav aggarwal,Wipro venture capital arm,Undisclosed,
Supergaming,2017.0,Pune,Gaming,"At supergaming, building india's best gaming company.","Roby john, sanket nadhani, navneet waraich","Skycatcher, aet fund, bace capital, dream incubator, 1up ventures",5500000,Series a
Supergaming,2017.0,Pune,Gaming,"At supergaming, building india's best gaming company.","Roby john, sanket nadhani, navneet waraich","Skycatcher, aet fund, bace capital, dream incubator, 1up ventures",5500000,
Atomberg,2012.0,Mumbai,Consumer electronics,Atomberg has built the ‘brushless dc motor’ (bldc) technology for ceiling fans in india and has continuously innovated and improved on the technology.,"Manoj, sibabrata das",Jungle ventures,20000000,
Automatapi,2017.0,Powai,Automation,Automatapi is a next generation cognitive business process automation engine.,"Devesh rao, manjeet khopkar, rahul hattangdi",Indian angel network,"400,000",Seed
Automovill,2015.0,Bangalore,Automotive,"Automovill is a unique platform to aggregate automobile service providers, where we connect vehicle owners with all kind of automobile service providers under one roof.","Mridu mahendra das, chinmay baruah",Mumbai angels network,500000,
Ati motors,2017.0,Bangalore,Automotive,Autonomous industrial vehicle maker,"Saurabh chandra, saad nasser","Blume ventures, exfinity venture partners",35000000,Pre-series a
Avail finance,2017.0,Bangalore,Fintech,Avail is a mobile-first platform aiming to financially include the urban mass of india.,"Ankush aggarwal, tushar mehndiratta","Alteria capital, matrix partners india","3,000,000",Debt
Avalon labs,2017.0,Bangalore,Fintech,"Avalon labs incubates, invests, partners with and spearheads technology companies that are on the cutting edge.",Varun mayya,"Tanglin ventures, better capital, whiteboard capital",Undisclosed,Pre-series a
Avanti finance,2016.0,Bangalore,Fintech,Avanti finance lends relatively large but trust-based loans without formal credit footprint.,"Ratan tata, nandan nilekani",Michael & susan dell foundation,"26,000,000",Series a
Avataar ventures,2019.0,Bangalore,Fintech,Avataar venture partners is a growth capital investment firm.,Mohan kumar,,"100,000,000",
Aviom india,2016.0,Bhilwara,Financial services,Aviom india housing finance pvt. ltd. is a venture started by experienced professionals with a vision to improve the standard of living of families from the informal sector in rural areas,Kajal ilmi,Sabre partners,8000000,Series c
Aviom housing finance,2016.0,New delhi,Fintech,Aviom india is an affordable housing finance company facilitating families in mostly semi urban areas in realising their dream of owning their first home.,Kajal ilmi,Gojo & company,"1,000,000",Debt
Ayu health,2019.0,Bangalore,"Health, wellness & fitness",Ayu health is a network of high quality hospitals focused on providing high quality healthcare for all.,"Himesh joshi, arijit gupta, karan gupta","Vertex ventures, stellaris venture partners",6300000,Series a
Ayurythm,2017.0,Bangalore,Healthcare,Ayurythm is the world's first completely digital solution for personalized holistic wellness based on ayurvedic principles.,Abhilesh gupta,Sucseed indovation fund,undisclosed,Seed
Blive,2004.0,Panaji,Tourism,B: live is an electric vehicle tourism startup.,"Samarth kholkar, sandeep mukherjee","Mumbai angels, dna entertainment networks","1,000,000",Pre-series a
Quicksell,2017.0,Mumbai,E-commerce,B2b mobile commerce platform,Deepak bhagchandani,"Sanjay baldwa, ajay jain",2000000,Pre-series a
Mamaearth,2016.0,Gurugram,"Health, wellness & fitness",Baby and mother care brand,"Ghazal, varun alagh",Sequoia,37000000,
True balance,2014.0,Gurugram,Financial services,"Balancehero india private limited (bhi), the wholly owned subsidiary of balancehero co. ltd., korea which runs and operates mobile app “true balance”.",Cheolwon lee,"Northern arc, arthmate, shine star, e clear, hinduja",30000000,
Banksathi,2019.0,New delhi,Fintech,"Bank sathi provides loans, insurance, cards comparison, and approval facility.",Jitendra dhaka,"Dinesh godara, aditya talwar","200,000",Seed
Banksathi,2020.0,New delhi,Financial services,"Banksathi is a fintech platform to empower consumers to save money and time on financial products through safe, easy, and trustable shopping experience.",Jitendra dhaka,"Dinesh godara, anuj ahuja, aditya",500000,
Basic home loan,2020.0,Gurugram,Financial services,Basic home loan is india's first automated platform for secured lending with special focus on the affordable housing segment.,"Atul monga, kalyan josyula","Venture catalysts, gruhas proptech",3500000,Series a
Battery smart,2019.0,New delhi,Renewables & environment,Battery smart is building india’s largest network of battery swapping stations providing li-ion batteries,"Pulkit khurana, siddharth sikka","Blume ventures, orios ventures",7000000,Pre-series a
Battery smart,2019.0,New delhi,Battery,Battery smart provides advanced li-ion batteries to e-rickshaws.,"Pulkit khurana, siddharth sikka",Orios venture partners,Undisclosed,Seed
Beepkart,2020.0,Bangalore,Automotive,Beepkart is building a platform to digitize and organize the used two-wheeler market.,"Hemir doshi, abhishek saraf","Stellaris venture partners, chiratae ventures",3000000,Seed
Beldara,2018.0,Mumbai,E-commerce,"Beldara.com is a global b2b marketplace, enables businesses to sell worldwide.",Bhagwan (pradeep) khandekar,Hindustan media ventures,"7,400,000",
The whole truth,2019.0,Mumbai,Food & beverages,"Believe simple, homely ingredients, minimally processed, are the secret to nutritious, tasty food",Shashank mehta,Sequoia capital,6000000,Series a
Bella vita organic,2018.0,Gurugram,Healthcare,Bella vita organic or ‘the good life’ is dedicated to creating handcrafted and organic beauty solutions inspired by the natural elements of the earth and age old beauty best practices.,Aakash anand,Ananta capital,10000000,
Better capital,2006.0,Santra,Venture capital & private equity,"Better is a top-tier india-focused pre-seed venture firm with a portfolio of 100+ companies including stellar successes like rupeek, open, khatabook, bijak",Vaibhav domkundwar,,15000000,
Betterplace,2014.0,Bangalore,Information technology & services,"Betterplace is india’s largest technology platform delivering digital solutions for blue-collar workforce management, throughout the entire value chain.",Pravin agarwala,"Jungle ventures, cx partners",24000000,Series c
Bewakoof,2012.0,Mumbai,Apparel & fashion,"Bewakoof is a lifestyle fashion brand that makes creative, distinctive fashion for the trendy, contemporary indian.",Prabhkiran singh,Investcorp,8000000,
Beyondskool,2020.0,Mumbai,Edtech,Beyondskool is a live upskilling platform for kids,Payal gaba,Tomorrow capital,"2,000,000",Seed
Bharatpe,2018.0,New delhi,Fintech,Bharatpe develops a qr code-based payment app for offline retailers and businesses.,"Ashneer grover, shashvat nakrani","Innoven capital, steadview capital","6,000,000",Debt
Bharatpe,2018.0,New delhi,Fintech,Bharatpe develops a qr code-based payment app for offline retailers and businesses.,"Ashneer grover, shashvat nakrani","Innoven capital, steadview capital","10,000,000",Debt
Bharatpe,2018.0,New delhi,Fintech,Bharatpe develops a qr code-based payment app for offline retailers and businesses.,"Ashneer grover, shashvat nakrani","Steadview capital, insight partners","8,200,000",Debt
Bharatpe,2018.0,New delhi,Fintech,Bharatpe develops a qr code-based payment app for offline retailers and businesses.,"Ashneer grover, shashvat nakrani","Amplo, insight partners","100,000,000",Series d
Bharatpe,2018.0,New delhi,Fintech,"Bharatpe is the definitive platform for financial services. we process payments via upi and pos, and provide credit / loans to our merchants","Ashneer grover, bhavik koladiya, shashvat nakrani","Amplo, insight partners","6,000,000",Debt
Bharatpe,2018.0,New delhi,Fintech,"Bharatpe launched india’s first upi interoperable qr code, first zero mdr payment acceptance service, and first upi payment backed merchant cash advance service.","Ashneer grover, shashvat nakrani",Tiger global,370000000,Series e
Bharatpe,2018.0,New delhi,Financial services,"Bharatpe launched india’s first upi interoperable qr code, first zero mdr payment acceptance service, and first upi payment backed merchant cash advance service.","Ashneer grover, shashvat nakrani",Mas financial services,10000000,
Biconomy,2019.0,New delhi,Blockchain startup,Biconomy is a technology company building transaction infrastructure for next-generation web 3 applications.,"Ahmed al-balaghi, aniket jindal, sachin tomar","Binance labs, zee prime capital","1,500,000",Seed
